"Intensity"	"Intensity QC02_210326"	"Intensity QC02_210331"	"Intensity QC02_210402"	"Intensity QC02_210406"	"Intensity QC02_210410"	"Intensity QC02_210411"	"LFQ intensity QC02_210326"	"LFQ intensity QC02_210331"	"LFQ intensity QC02_210402"	"LFQ intensity QC02_210406"	"LFQ intensity QC02_210410"	"LFQ intensity QC02_210411"	"Identification type QC02_210326"	"Identification type QC02_210331"	"Identification type QC02_210402"	"Identification type QC02_210406"	"Identification type QC02_210410"	"Identification type QC02_210411"	"Protein IDs"	"Peptides"	"Peptides QC02_210326"	"Peptides QC02_210331"	"Peptides QC02_210402"	"Peptides QC02_210406"	"Peptides QC02_210410"	"Peptides QC02_210411"	"Reverse"	"Only identified by site"	"Potential contaminant"	"Sequence coverage [%]"	"Sequence length"
29669000	4109300	5444500	3922800	5641800	4258700	6291900	3304600	2507200	3736200	0	0	2175000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q92743"	4	2	3	2	1	2	2	NA	NA	NA	15.8	480
9230100	970670	0	826680	2081800	1219400	4131500	0	0	0	0	0	0	"By matching"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O15156"	2	1	0	1	1	1	2	NA	NA	NA	6.9	539
190480000	15281000	30610000	19554000	43533000	33753000	47747000	5164800	5071900	5218000	6458300	5247800	5099000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q13769"	12	5	9	7	7	8	10	NA	NA	NA	23.6	683
1664200000	131090000	144500000	173700000	477770000	384680000	352430000	93614000	96074000	108240000	115340000	213280000	112970000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P00403"	6	6	5	6	6	6	6	NA	NA	NA	32.2	227
72090000	7014300	706350	8227200	26991000	12181000	16970000	5649000	0	6797100	7628500	0	5269700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O43464;P83110"	5	2	1	2	4	1	3	NA	NA	NA	15.7	458
19884000	0	3610900	2688600	9288500	0	4296200	0	0	0	0	0	0	NA	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O60830"	2	0	1	2	2	1	1	NA	NA	NA	21.5	172
1019800000	131300000	134850000	96153000	222480000	166890000	268180000	22975000	22033000	22433000	22075000	18698000	21495000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9H9B4"	12	12	10	10	11	11	12	NA	NA	NA	50	322
3423800	0	0	1433100	0	0	1990700	0	0	0	0	0	0	NA	NA	"By MS/MS"	NA	NA	"By MS/MS"	"Q96IV0"	1	0	0	1	0	0	1	NA	NA	NA	4.9	654
203190000	21599000	25797000	17715000	58422000	40178000	39475000	21861000	22225000	19877000	27644000	24073000	21715000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q99643"	1	1	1	1	1	1	1	NA	NA	NA	7.7	169
81201000	8994500	7928400	6933900	19129000	17843000	20372000	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q14657"	1	1	1	1	1	1	1	NA	NA	NA	16.1	143
3370100000	326330000	447310000	322940000	791640000	682380000	799520000	73279000	71685000	70880000	81016000	98167000	84880000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P56537"	8	8	8	8	8	7	8	NA	NA	NA	56.7	245
837370000	75043000	83399000	76452000	187850000	220620000	194010000	22636000	17662000	21959000	22413000	31098000	19757000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P0DMM9;P0DMN0;P50225;P50226"	12	9	9	10	10	11	11	NA	NA	NA	56.9	295
3846900000	404610000	472420000	393390000	938230000	744550000	893720000	56228000	58455000	61144000	59822000	56232000	60293000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P55884"	31	28	26	27	27	27	28	NA	NA	NA	50.1	814
134730000	16927000	18808000	17040000	14695000	27154000	40109000	10244000	11182000	11202000	9692700	9555100	12960000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"Q66PJ3"	3	3	2	3	2	3	3	NA	NA	NA	11.2	421
54853000	6501500	2166200	4916500	24013000	6883800	10372000	2569600	0	4395700	3346500	2289700	2523600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q92889"	5	4	1	3	5	3	3	NA	NA	NA	7.8	916
9281100	0	0	0	5016100	0	4265000	0	0	0	0	0	0	NA	NA	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q16626"	1	0	0	0	1	1	1	NA	NA	NA	7	185
5369500000	599120000	684370000	547110000	1261800000	1022400000	1254600000	56412000	56366000	52720000	59591000	62368000	60124000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P22102"	44	37	37	37	37	37	39	NA	NA	NA	62.6	1010
98080000	13387000	12743000	9407900	20832000	17665000	24045000	9185200	9192400	9352300	8362000	6485000	8791200	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P61966;P56377"	3	3	2	2	3	2	3	NA	NA	NA	20.9	158
339300000	59892000	0	21912000	68010000	96018000	93464000	0	0	0	0	0	0	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UDT6"	3	2	1	3	3	2	2	NA	NA	NA	4.1	1046
17838000	2119100	1596800	1597200	4238100	0	8286900	0	0	0	0	0	0	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"Q8TB36"	2	1	1	1	1	0	2	NA	NA	NA	7.3	358
21333000	2282500	1794700	786470	10211000	0	6257700	0	0	0	2247700	0	1530700	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"Q96PU4"	4	2	2	2	4	1	4	NA	NA	NA	6.4	802
432490000	57250000	47839000	40035000	104220000	92122000	91026000	22957000	20145000	20317000	20225000	19116000	19083000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O75844"	8	7	4	6	6	7	7	NA	NA	NA	18.7	475
5579100000	666160000	773640000	439470000	1440300000	932090000	1327400000	220960000	213920000	211400000	227110000	187810000	226090000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P83731"	5	5	5	5	5	5	5	NA	NA	NA	30.6	157
366860000	51013000	43258000	33078000	98914000	59273000	81325000	8326100	9869500	8861200	9541500	7994000	10534000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9BTE3"	19	17	11	12	16	12	15	NA	NA	NA	38.5	642
25190000	0	0	4736700	9692300	0	10761000	0	0	0	0	0	0	NA	NA	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"A0A1B0GVZ9"	1	0	0	1	1	0	1	NA	"+"	NA	5.3	245
91082000	11080000	8128400	10312000	38714000	13747000	9101300	6290700	5279300	6531700	4904700	4148700	5570300	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P02794"	6	4	3	4	4	3	2	NA	NA	NA	39.3	183
87986000	7255900	12895000	8259100	19838000	19963000	19775000	6737400	5415700	4721200	5831600	7320400	4841600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q92600"	9	5	4	4	6	4	5	NA	NA	NA	38.8	299
344650000	40057000	56461000	40967000	79009000	48308000	79843000	16688000	18376000	18519000	15842000	15266000	17439000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P35754"	3	3	3	3	3	3	3	NA	NA	NA	37.7	106
544530000	67654000	58013000	45244000	127880000	118230000	127510000	22899000	21688000	19612000	21645000	31387000	22118000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UHD9"	14	10	8	9	10	9	11	NA	NA	NA	35.7	624
261090000	39139000	44093000	30092000	63699000	29929000	54141000	9672300	9576300	10435000	10152000	8576900	9974600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O43818"	9	7	8	6	7	4	5	NA	NA	NA	23.6	475
72325000	7856800	8889300	8859300	17538000	11240000	17941000	3052100	3468300	3341500	3406900	3657500	3640900	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UHR6"	6	5	5	6	5	4	5	NA	NA	NA	26.6	403
3509400000	376020000	459300000	346650000	842850000	732950000	751580000	37401000	36735000	40316000	41557000	36641000	3.5e+07	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P55786;A6NEC2"	40	35	34	32	32	32	36	NA	NA	NA	53.3	919
5.5371e+10	6221600000	7309800000	5525200000	1.3064e+10	1.0777e+10	1.2473e+10	273220000	277690000	290650000	294670000	276290000	299060000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P21333"	121	114	116	110	113	114	120	NA	NA	NA	64.8	2647
275120000	26006000	37394000	25783000	79792000	61941000	44203000	8106400	9583300	8086600	11081000	12381000	7955000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P49903"	9	5	7	7	7	7	7	NA	NA	NA	37.8	392
1016100000	115050000	115730000	99138000	291370000	148050000	246760000	20238000	19924000	20981000	24350000	22544000	23946000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9HDC9"	12	11	11	10	12	9	11	NA	NA	NA	33.9	416
153310000	16893000	17828000	13583000	35564000	34018000	35422000	3838000	3555300	4082900	4096200	5203700	3944300	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8IWZ3"	16	9	8	8	9	9	10	NA	NA	NA	10.1	2542
11507000	2616300	1697300	968280	2107600	4117300	0	0	0	0	0	0	0	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	NA	"Q68CP9"	4	2	1	1	1	3	0	NA	NA	NA	3.8	1835
61813000	5578100	6079900	5083700	11222000	23168000	10681000	3734000	2982700	3264200	2832100	5583500	2664500	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9HBM1"	4	3	3	3	3	4	3	NA	NA	NA	23.7	224
1012500000	121110000	115110000	64299000	277980000	167090000	266900000	27085000	28392000	24528000	29153000	24036000	26968000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9NZL9"	14	12	12	10	13	11	13	NA	NA	NA	49.7	334
42126000	3778200	4011800	5898700	8263000	7959000	12215000	2447400	2782000	3325900	3027800	2680900	2948700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q92896"	4	2	2	3	3	3	3	NA	NA	NA	5.1	1179
334650000	33259000	52278000	34957000	82814000	46492000	84850000	9396300	9057300	8318500	9427300	6506900	9425400	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q6IA86"	15	12	12	11	12	13	12	NA	NA	NA	22.4	826
109900000	14313000	14128000	12707000	28314000	12480000	27958000	4018600	4267700	4284700	3984700	4137600	4330000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"A8CG34;Q96HA1;A6NF01;Q6PJE2"	12	7	5	6	8	4	8	NA	NA	NA	17.6	1229
38444000	3053200	920120	1662800	12102000	10194000	10512000	3069100	0	0	2709900	3062900	2627900	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q14139"	6	2	1	1	3	4	4	NA	NA	NA	6.8	1066
5686100000	635330000	833340000	570280000	1472400000	834610000	1340100000	177730000	179270000	167700000	179350000	147200000	173450000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P39019"	7	7	7	6	7	7	7	NA	NA	NA	40	145
20832000	1804000	4524400	941870	7510700	0	6050500	0	2806600	0	3207800	0	3235100	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	NA	"By MS/MS"	"Q6P4F2"	2	1	2	1	2	0	2	NA	NA	NA	16.7	186
380570000	42496000	57272000	40703000	96300000	54339000	89460000	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q15843"	1	1	1	1	1	1	1	NA	NA	NA	13.6	81
4245300000	450890000	564290000	423680000	914550000	967280000	924630000	88080000	94420000	103100000	101850000	142370000	107100000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UMS4"	17	16	15	13	14	14	15	NA	NA	NA	64.9	504
5857900000	628960000	772450000	586900000	1300900000	1264500000	1304300000	180520000	173370000	196770000	180890000	311310000	188680000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q14103"	7	7	7	7	7	7	7	NA	NA	NA	22	355
14801000	2041100	2418600	0	3715000	3606500	3020000	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	NA	"By matching"	"By MS/MS"	"By MS/MS"	"O95352"	4	1	2	0	1	2	2	NA	NA	NA	7.1	703
217680000	25723000	24246000	18881000	56401000	45995000	46430000	6342000	7324700	6603300	7387200	6492200	6790000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8N8A6"	13	11	9	8	8	10	8	NA	NA	NA	29.3	666
241840000	29258000	31219000	21209000	60278000	46009000	53864000	7070800	6807800	7160800	8097600	8280100	7613600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P52294"	12	12	10	9	10	11	10	NA	NA	NA	26	538
5867100000	658610000	763670000	602340000	1325300000	1199900000	1317300000	303150000	284360000	295380000	282070000	506550000	298800000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q07021"	6	6	6	6	6	5	6	NA	NA	NA	39.7	282
110590000	7878300	8348600	11144000	24821000	30847000	27554000	7781600	7328000	7905900	7241500	10322000	6918800	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9H0U3"	5	3	3	3	3	3	3	NA	NA	NA	15.2	335
1680300000	196820000	215700000	182740000	439930000	294500000	350600000	19305000	19388000	22107000	21668000	21001000	20077000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q99798"	32	28	28	27	28	22	26	NA	NA	NA	54.5	780
255880000	11443000	104200000	80006000	18321000	14706000	27195000	0	82003000	117670000	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P61254"	7	7	7	6	7	7	7	NA	NA	NA	38.6	145
91592000	21348000	9015400	4215200	21769000	18208000	17036000	8272800	5957400	0	7983000	6665300	10265000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96B36"	4	4	3	1	3	2	2	NA	NA	NA	20.7	256
4569200	0	704110	957320	1558300	0	1349500	0	0	0	0	0	0	NA	"By matching"	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"Q6DHV7"	1	0	1	1	1	0	1	NA	NA	NA	2.8	355
1893600000	318370000	255240000	157980000	445370000	341710000	374980000	81818000	75223000	69928000	67634000	78672000	68388000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q99829"	14	14	11	12	10	11	13	NA	NA	NA	32.4	537
1.2503e+10	1383300000	1634400000	1203600000	2941600000	2438500000	2901900000	282110000	264110000	260750000	322930000	307670000	329450000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P39023;Q92901"	16	14	15	14	14	15	14	NA	NA	NA	40.2	403
1.739e+09	208830000	256250000	193340000	410350000	276970000	393240000	658530000	371460000	51130000	27903000	32048000	87253000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P61956;Q6EEV6"	2	2	2	2	2	2	2	NA	NA	NA	23.2	95
27789000	1861800	3043000	1532600	7550600	6412100	7388700	1503700	0	1514300	1560500	1940000	1684300	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9Y6V7"	6	3	2	2	4	3	5	NA	NA	NA	20.1	483
57428000	0	12193000	0	21761000	0	23474000	0	0	0	0	0	0	NA	"By MS/MS"	NA	"By MS/MS"	NA	"By MS/MS"	"Q99467"	1	0	1	0	1	0	1	NA	NA	NA	1.8	661
91828000	8907900	2070300	5467700	31688000	16315000	27379000	4930200	0	4689400	6384600	3511000	5541300	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q6UXV4"	6	2	1	2	4	5	4	NA	NA	NA	38.4	268
998760000	81622000	119640000	64980000	246030000	245320000	241170000	36427000	39401000	40245000	45197000	67552000	47602000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q05639"	18	17	17	17	17	16	18	NA	NA	NA	62.6	463
8968300000	879120000	1210700000	876080000	2011200000	2038900000	1952200000	222030000	251640000	248020000	242030000	309820000	257030000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"CON__Q95121;P36955"	15	15	15	15	15	15	15	NA	NA	"+"	51.4	416
2.3953e+11	2.74e+10	2.9719e+10	2.3285e+10	5.6149e+10	4.7813e+10	5.5164e+10	7233100000	6636400000	6772900000	7053900000	8157700000	7790100000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P63261"	22	22	21	21	21	22	22	NA	NA	NA	73.3	375
710060000	79530000	102990000	63501000	192380000	129650000	142010000	34296000	33335000	31767000	36906000	33491000	35081000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9GZT3"	6	5	6	3	5	4	4	NA	NA	NA	60.6	109
39621000	4837800	2477300	3054700	14793000	3494400	10964000	2252900	0	0	2667000	0	1823700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8IVS2"	6	3	1	2	5	1	6	NA	NA	NA	26.2	390
42280000	1759700	2248600	1374900	10123000	18360000	8412900	0	0	0	4201600	9435200	3564000	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P14635"	2	1	1	1	2	2	2	NA	NA	NA	6.9	433
9498200	1874700	0	2247200	0	0	5376300	0	0	0	0	0	0	"By MS/MS"	NA	"By MS/MS"	NA	NA	"By MS/MS"	"O60635"	1	1	0	1	0	0	1	NA	NA	NA	5.4	241
18994000	4726500	1619000	719880	3625800	4345000	3957300	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"Q96H79"	2	2	1	1	1	1	1	NA	NA	NA	8	300
13939000	1428000	2069900	1635700	3377600	2032100	3395800	0	0	0	0	0	0	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"Q6NS38"	2	1	1	1	1	1	1	NA	NA	NA	8.8	261
37876000	2363800	0	1585500	30125000	0	3801500	0	0	0	0	0	0	"By MS/MS"	NA	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"Q12981"	2	1	0	1	2	0	1	NA	NA	NA	8.8	228
3763500000	445740000	510320000	396760000	949370000	675790000	785560000	51092000	51482000	55654000	58836000	49842000	52304000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q12931"	28	25	24	25	24	21	24	NA	NA	NA	47.3	704
243640000	29082000	35227000	28584000	51341000	52625000	46782000	12217000	10509000	12901000	12215000	12425000	13417000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P50897"	5	4	5	5	3	4	4	NA	NA	NA	26.8	306
219890000	30705000	31837000	26592000	54929000	19688000	56142000	14384000	14573000	16911000	16199000	14123000	16181000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P11233"	5	4	4	4	3	3	3	NA	NA	NA	34	206
6734500	1639100	3663600	0	0	0	1431900	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	NA	NA	NA	"By matching"	"Q9UKK6;Q9NPJ8"	2	1	2	0	0	0	1	NA	NA	NA	19.3	140
422300000	146870000	15302000	14831000	163220000	47597000	34482000	37614000	38903000	40108000	42159000	63360000	39964000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O75818"	8	7	5	5	6	6	6	NA	NA	NA	32	363
161890000	20956000	17198000	18483000	45352000	28052000	31855000	5819500	5469800	6057700	7094900	4763300	6117700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8TBB5"	10	8	6	7	6	6	6	NA	NA	NA	26	520
5554700000	634630000	806390000	615020000	1249700000	862910000	1.386e+09	0	0	765110000	986900000	691130000	583210000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P17066;P48741"	10	8	9	7	7	8	7	NA	NA	NA	14.5	643
4884000	1231400	3204200	0	0	0	448360	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	NA	NA	NA	"By matching"	"O43493"	2	1	2	0	0	0	1	NA	NA	NA	6.9	437
263270000	30223000	38033000	19248000	49785000	66963000	59015000	8799300	9962100	9132100	8197200	13620000	8861300	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9BSC4"	17	13	9	11	10	8	14	NA	NA	NA	37.5	688
555900000	63099000	56929000	53726000	144670000	103630000	133840000	12550000	13427000	14752000	17162000	14598000	15573000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P32322"	11	10	7	9	8	8	11	NA	NA	NA	47.3	319
65406000	7039100	9186000	7573600	18628000	11063000	11916000	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P62875"	1	1	1	1	1	1	1	NA	NA	NA	13.4	67
180310000	20043000	26208000	8758100	47210000	30334000	47762000	14061000	16885000	19230000	17168000	12524000	16607000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O43653"	3	3	2	2	2	3	3	NA	NA	NA	24.6	114
209260000	26926000	31654000	17650000	50053000	40408000	42564000	12314000	11251000	11414000	12923000	13242000	12683000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P12109"	5	4	4	3	3	3	3	NA	NA	NA	5.8	1028
45123000	3898200	4107300	5776600	12321000	7954000	11065000	2856400	2522100	3294500	3092800	3186200	2844500	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O75794"	3	2	2	3	3	2	3	NA	NA	NA	10.7	336
53749000	5328300	8241700	8279900	11238000	10739000	9922000	0	8821800	0	0	0	3676500	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9H490"	3	1	2	2	1	2	3	NA	NA	NA	8.7	435
101290000	12101000	8650800	6552500	23637000	22849000	27500000	3575700	3882500	4331500	4001900	3717700	3988000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8N3C0"	13	6	4	5	5	7	8	NA	NA	NA	8.8	2202
652850000	96937000	74434000	79353000	152930000	123830000	125370000	17104000	18342000	18494000	16049000	19192000	16654000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q5TFE4"	14	13	11	12	11	11	12	NA	NA	NA	42	455
2489700	0	0	0	0	2489700	0	0	0	0	0	0	0	NA	NA	NA	NA	"By MS/MS"	NA	"REV__Q9ULZ2"	1	0	0	0	0	1	0	"+"	"+"	NA	0	295
69724000	9736500	2803600	0	23478000	19416000	14289000	5745000	2456700	0	5884100	5082000	4893900	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q7Z6K5"	5	4	2	1	4	5	5	NA	NA	NA	33.6	226
7239100	884900	1263400	964340	0	1979400	2147100	0	0	0	0	0	0	"By matching"	"By matching"	"By matching"	NA	"By MS/MS"	"By matching"	"P42575"	1	1	1	1	0	1	1	NA	NA	NA	3.1	452
25980000	8344000	0	0	3441900	0	14194000	7391700	0	0	0	0	6501800	"By MS/MS"	NA	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q6UW68"	2	2	0	0	1	1	2	NA	NA	NA	15.9	189
106660000	13716000	10236000	12245000	30489000	19184000	20787000	5713600	6549500	5642900	6757800	5153000	4957400	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O95470"	8	5	3	4	4	4	6	NA	NA	NA	18	568
293130000	35529000	24878000	30240000	82876000	58366000	61240000	10220000	9789800	10206000	11047000	11402000	10125000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O43237"	11	8	8	8	9	7	8	NA	NA	NA	33.9	492
35097000	383550	14634000	10253000	1420200	7362000	1043900	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UPZ3"	2	2	2	1	2	1	1	NA	NA	NA	2.1	1129
911570000	107860000	93949000	70648000	227800000	199770000	211540000	41980000	45817000	48024000	55156000	59452000	53749000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P42771;P42772"	7	6	4	5	7	6	7	NA	NA	NA	66.7	156
1258200000	147480000	160120000	141490000	314240000	219770000	275050000	31886000	32046000	32165000	32990000	30833000	31321000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P55263"	15	13	11	12	12	12	13	NA	NA	NA	59.1	362
